frame,time,x,y,tile_x,tile_y,vx,vy,state,on_ground,ai_strategy,sees_player,ammo,stun,swap_used
1812,1775851984.039,2162,344,45,7,0,-1.65,FLEE,0,FAR,0,1,0,0
1813,1775851984.055,2162,343,45,7,0,-1.1,FLEE,0,FAR,0,1,0,0
1817,1775851984.119,2162,344,45,7,0,1.1,FLEE,0,FAR,0,1,0,0
1818,1775851984.135,2162,345,45,7,0,1.65,FLEE,0,FAR,0,1,0,0
1819,1775851984.151,2162,347,45,7,0,2.2,FLEE,0,FAR,0,1,0,0
1820,1775851984.168,2162,349,45,7,0,2.75,FLEE,0,FAR,0,1,0,0
1821,1775851984.184,2162,352,45,7,0,3.3,FLEE,0,FAR,0,1,0,0
1822,1775851984.2,2162,355,45,7,0,3.85,FLEE,0,FAR,0,1,0,0
1823,1775851984.216,2162,359,45,7,0,4.4,FLEE,0,FAR,0,1,0,0
1824,1775851984.232,2162,363,45,7,0,4.95,FLEE,0,FAR,0,1,0,0
1825,1775851984.248,2162,368,45,7,0,5.5,FLEE,0,FAR,0,1,0,0
1826,1775851984.265,2162,374,45,7,0,6.05,FLEE,0,FAR,0,1,0,0
1827,1775851984.282,2162,380,45,7,0,6.6,FLEE,0,FAR,0,1,0,0
1828,1775851984.299,2162,387,45,8,0,7.15,FLEE,0,FAR,0,1,0,0
1829,1775851984.314,2162,394,45,8,0,7.7,FLEE,0,FAR,0,1,0,0
1830,1775851984.331,2162,402,45,8,0,8.25,FLEE,0,FAR,0,1,0,0
1831,1775851984.347,2162,410,45,8,0,8.8,FLEE,0,FAR,0,1,0,0
1832,1775851984.362,2162,419,45,8,0,9.35,FLEE,0,FAR,0,1,0,0
1833,1775851984.378,2162,428,45,8,0,9.9,FLEE,0,FAR,0,1,0,0
1834,1775851984.395,2162,438,45,9,0,10.45,FLEE,0,FAR,0,1,0,0
1835,1775851984.411,2162,449,45,9,0,11.0,FLEE,0,FAR,1,1,0,0
1836,1775851984.427,2162,460,45,9,0,11.55,FLEE,0,FAR,1,1,0,0
1837,1775851984.442,2162,472,45,9,0,12.1,FLEE,0,FAR,1,1,0,0
1838,1775851984.459,2162,484,45,10,0,12.65,FLEE,0,FAR,1,1,0,0
1839,1775851984.474,2162,497,45,10,0,13.2,FLEE,0,FAR,1,1,0,0
1840,1775851984.491,2162,510,45,10,0,13.75,FLEE,0,FAR,1,1,0,0
1841,1775851984.507,2162,524,45,10,0,14.3,FLEE,0,FAR,1,1,0,0
1842,1775851984.523,2162,538,45,11,0,14.85,FLEE,0,FAR,1,1,0,0
1843,1775851984.539,2162,553,45,11,0,15.4,FLEE,0,FAR,1,1,0,0
1844,1775851984.555,2162,568,45,11,0,15.95,FLEE,0,FAR,1,0,0,0
1845,1775851984.571,2162,584,45,12,0,16.5,FLEE,0,FAR,1,0,0,0
1846,1775851984.587,2162,601,45,12,0,17.05,FLEE,0,FAR,1,0,0,0
1847,1775851984.603,2162,618,45,12,0,17.6,FLEE,0,FAR,1,0,0,0
1848,1775851984.619,2162,636,45,13,0,18.15,FLEE,0,FAR,1,0,0,0
1849,1775851984.635,2167,654,45,13,5,18.7,FLEE,0,FAR,0,0,0,0
1850,1775851984.652,2172,656,45,13,5,0,FLEE,1,FAR,0,0,0,0
1851,1775851984.669,2177,656,45,13,5,0.55,FLEE,0,FAR,0,0,0,0
1852,1775851984.686,2182,656,45,13,5,0,FLEE,1,FAR,0,0,0,0
1853,1775851984.702,2187,656,45,13,5,0.55,FLEE,0,FAR,0,0,0,0
1854,1775851984.718,2192,656,45,13,5,0,FLEE,1,FAR,0,0,0,0
1855,1775851984.733,2197,656,45,13,5,0.55,FLEE,0,FAR,0,0,0,0
1856,1775851984.75,2202,656,45,13,5,0,FLEE,1,FAR,0,0,0,0
1857,1775851984.766,2207,656,45,13,5,0.55,FLEE,0,FAR,0,0,0,0
1858,1775851984.782,2212,656,46,13,5,0,FLEE,1,FAR,0,0,0,0
1859,1775851984.798,2217,656,46,13,5,0.55,FLEE,0,FAR,0,0,0,0
1860,1775851984.814,2222,656,46,13,5,0,FLEE,1,FAR,0,0,0,0
1861,1775851984.83,2227,656,46,13,5,0.55,FLEE,0,FAR,0,0,0,0
1862,1775851984.846,2232,656,46,13,5,0,FLEE,1,FAR,0,0,0,0
1863,1775851984.862,2237,656,46,13,5,0.55,FLEE,0,FAR,0,0,0,0
1864,1775851984.878,2242,656,46,13,5,0,FLEE,1,FAR,0,0,0,0
1865,1775851984.894,2247,656,46,13,5,0.55,FLEE,0,FAR,0,0,0,0
1866,1775851984.91,2252,656,46,13,5,0,FLEE,1,FAR,0,0,0,0
1867,1775851984.926,2257,656,47,13,5,0.55,FLEE,0,FAR,0,0,0,0
1868,1775851984.942,2262,656,47,13,5,0,FLEE,1,FAR,0,0,0,0
1869,1775851984.958,2267,656,47,13,5,0.55,FLEE,0,FAR,0,0,0,0
1870,1775851984.974,2272,656,47,13,5,0,FLEE,1,FAR,0,0,0,0
1871,1775851984.99,2277,656,47,13,5,0.55,FLEE,0,FAR,0,0,0,0
1872,1775851985.006,2282,656,47,13,5,0,FLEE,1,FAR,0,0,0,0
1873,1775851985.023,2287,656,47,13,5,0.55,FLEE,0,FAR,0,0,0,0
1874,1775851985.039,2292,656,47,13,5,0,FLEE,1,FAR,0,0,0,0
1875,1775851985.055,2297,656,47,13,5,0.55,FLEE,0,FAR,0,0,0,0
1876,1775851985.071,2302,656,47,13,5,0,FLEE,1,FAR,0,0,0,0
1877,1775851985.087,2307,656,48,13,5,0.55,FLEE,0,FAR,0,0,0,0
1878,1775851985.103,2312,656,48,13,5,0,FLEE,1,FAR,0,0,0,0
1879,1775851985.119,2317,656,48,13,5,0.55,FLEE,0,FAR,0,0,0,0
1880,1775851985.135,2322,656,48,13,5,0,FLEE,1,FAR,0,0,0,0
1881,1775851985.151,2327,656,48,13,5,0.55,FLEE,0,FAR,0,0,0,0
1882,1775851985.167,2332,656,48,13,5,0,FLEE,1,FAR,0,0,0,0
1883,1775851985.183,2337,656,48,13,5,0.55,FLEE,0,FAR,0,0,0,0
1884,1775851985.199,2342,656,48,13,5,0,FLEE,1,FAR,0,0,0,0
1885,1775851985.215,2347,656,48,13,5,0.55,FLEE,0,FAR,0,0,0,0
1886,1775851985.231,2352,656,49,13,5,0,FLEE,1,FAR,0,0,0,0
1887,1775851985.247,2357,656,49,13,5,0.55,FLEE,0,FAR,0,0,0,0
1888,1775851985.263,2362,656,49,13,5,0,FLEE,1,FAR,0,0,0,0
1889,1775851985.279,2367,656,49,13,5,0.55,FLEE,0,FAR,0,0,0,0
1890,1775851985.295,2372,656,49,13,5,0,FLEE,1,FAR,0,0,0,0
1891,1775851985.312,2377,656,49,13,5,0.55,FLEE,0,FAR,0,0,0,0
1892,1775851985.328,2382,656,49,13,5,0,FLEE,1,FAR,0,0,0,0
1893,1775851985.344,2387,656,49,13,5,0.55,FLEE,0,FAR,0,0,0,0
1894,1775851985.36,2392,656,49,13,5,0,FLEE,1,FAR,0,0,0,0
1895,1775851985.376,2397,656,49,13,5,0.55,FLEE,0,FAR,0,0,0,0
1896,1775851985.392,2402,656,50,13,5,0,FLEE,1,FAR,0,0,0,0
1897,1775851985.408,2407,656,50,13,5,0.55,FLEE,0,FAR,0,0,0,0
1898,1775851985.425,2412,656,50,13,5,0,FLEE,1,FAR,0,0,0,0
1899,1775851985.44,2417,656,50,13,5,0.55,FLEE,0,FAR,0,0,0,0
1900,1775851985.456,2422,656,50,13,5,0,FLEE,1,FAR,0,0,0,0
1901,1775851985.472,2427,656,50,13,5,0.55,FLEE,0,FAR,0,0,0,0
1902,1775851985.489,2432,656,50,13,5,0,FLEE,1,FAR,0,0,0,0
1903,1775851985.505,2437,656,50,13,5,0.55,FLEE,0,FAR,0,0,0,0
1904,1775851985.521,2442,656,50,13,5,0,FLEE,1,FAR,0,0,0,0
1905,1775851985.537,2447,656,50,13,5,0.55,FLEE,0,FAR,0,0,0,0
1906,1775851985.553,2452,656,51,13,5,0,FLEE,1,FAR,0,0,0,0
1907,1775851985.569,2457,656,51,13,5,0.55,FLEE,0,FAR,0,0,0,0
1908,1775851985.585,2462,656,51,13,5,0,FLEE,1,FAR,0,0,0,0
1909,1775851985.601,2467,656,51,13,5,0.55,FLEE,0,FAR,0,0,0,0
1910,1775851985.618,2472,656,51,13,5,0,FLEE,1,FAR,0,0,0,0
1911,1775851985.634,2477,656,51,13,5,0.55,FLEE,0,FAR,0,0,0,0
1912,1775851985.65,2482,656,51,13,5,0,FLEE,1,FAR,0,0,0,0
1913,1775851985.666,2487,656,51,13,5,0.55,FLEE,0,FAR,0,0,0,0
1914,1775851985.681,2492,656,51,13,5,0,FLEE,1,FAR,0,0,0,0
1915,1775851985.698,2497,656,52,13,5,0.55,FLEE,0,FAR,0,0,0,0
1916,1775851985.713,2502,656,52,13,5,0,FLEE,1,FAR,0,0,0,0
1917,1775851985.73,2507,656,52,13,5,0.55,FLEE,0,FAR,0,0,0,0
1918,1775851985.745,2512,656,52,13,5,0,FLEE,1,FAR,0,0,0,0
1919,1775851985.761,2517,656,52,13,5,0.55,FLEE,0,FAR,0,0,0,0
1920,1775851985.778,2522,656,52,13,5,0,FLEE,1,FAR,0,0,0,0
1921,1775851985.795,2527,656,52,13,5,0.55,FLEE,0,FAR,0,0,0,0
1922,1775851985.811,2532,656,52,13,5,0,FLEE,1,FAR,0,0,0,0
1923,1775851985.827,2537,656,52,13,5,0.55,FLEE,0,FAR,0,0,0,0
1924,1775851985.843,2542,656,52,13,5,0,FLEE,1,FAR,0,0,0,0
1925,1775851985.859,2547,656,53,13,5,0.55,FLEE,0,FAR,0,0,0,0
1926,1775851985.874,2552,656,53,13,5,0,FLEE,1,FAR,0,0,0,0
1927,1775851985.891,2557,656,53,13,5,0.55,FLEE,0,FAR,0,0,0,0
1928,1775851985.908,2562,656,53,13,5,0,FLEE,1,GUARD,0,0,0,0
1929,1775851985.924,2567,656,53,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1930,1775851985.941,2572,656,53,13,5,0,FLEE,1,GUARD,0,0,0,0
1931,1775851985.957,2577,656,53,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1932,1775851985.973,2582,656,53,13,5,0,FLEE,1,GUARD,0,0,0,0
1933,1775851985.989,2587,656,53,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1934,1775851986.005,2592,656,54,13,5,0,FLEE,1,GUARD,0,0,0,0
1935,1775851986.021,2597,656,54,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1936,1775851986.036,2602,656,54,13,5,0,FLEE,1,GUARD,0,0,0,0
1937,1775851986.053,2607,656,54,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1938,1775851986.069,2612,656,54,13,5,0,FLEE,1,GUARD,0,0,0,0
1939,1775851986.085,2617,656,54,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1940,1775851986.101,2622,656,54,13,5,0,FLEE,1,GUARD,0,0,0,0
1941,1775851986.117,2627,656,54,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1942,1775851986.133,2632,656,54,13,5,0,FLEE,1,GUARD,0,0,0,0
1943,1775851986.149,2637,656,54,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1944,1775851986.165,2642,656,55,13,5,0,FLEE,1,GUARD,0,0,0,0
1945,1775851986.181,2647,656,55,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1946,1775851986.197,2652,656,55,13,5,0,FLEE,1,GUARD,0,0,0,0
1947,1775851986.213,2657,656,55,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1948,1775851986.229,2662,656,55,13,5,0,FLEE,1,GUARD,0,0,0,0
1949,1775851986.245,2667,656,55,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1950,1775851986.261,2672,656,55,13,5,0,FLEE,1,GUARD,0,0,0,0
1951,1775851986.277,2677,656,55,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1952,1775851986.293,2682,656,55,13,5,0,FLEE,1,GUARD,0,0,0,0
1953,1775851986.309,2687,656,55,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1954,1775851986.325,2692,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1956,1775851986.359,2697,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1958,1775851986.391,2702,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1959,1775851986.407,2697,656,56,13,-5,0.55,FLEE,0,GUARD,0,0,0,0
1960,1775851986.424,2702,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1961,1775851986.439,2697,656,56,13,-5,0.55,FLEE,0,GUARD,0,0,0,0
1962,1775851986.455,2702,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1963,1775851986.471,2697,656,56,13,-5,0.55,FLEE,0,GUARD,0,0,0,0
1964,1775851986.487,2702,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1965,1775851986.504,2697,656,56,13,-5,0.55,FLEE,0,GUARD,0,0,0,0
1966,1775851986.519,2702,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1967,1775851986.535,2697,656,56,13,-5,0.55,FLEE,0,GUARD,0,0,0,0
1968,1775851986.551,2702,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1969,1775851986.567,2697,656,56,13,-5,0.55,FLEE,0,GUARD,0,0,0,0
1970,1775851986.583,2702,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1971,1775851986.599,2697,656,56,13,-5,0.55,FLEE,0,GUARD,0,0,0,0
1972,1775851986.616,2702,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1973,1775851986.632,2697,656,56,13,-5,0.55,FLEE,0,GUARD,0,0,0,0
1974,1775851986.648,2702,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1975,1775851986.664,2697,656,56,13,-5,0.55,FLEE,0,GUARD,0,0,0,0
1976,1775851986.68,2702,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1977,1775851986.696,2707,656,56,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1978,1775851986.712,2712,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1979,1775851986.728,2717,656,56,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1980,1775851986.744,2722,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1981,1775851986.761,2727,656,56,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1982,1775851986.778,2732,656,56,13,5,0,FLEE,1,GUARD,0,0,0,0
1983,1775851986.795,2737,656,57,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1984,1775851986.811,2742,656,57,13,5,0,FLEE,1,GUARD,0,0,0,0
1985,1775851986.827,2747,656,57,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1986,1775851986.844,2752,656,57,13,5,0,FLEE,1,GUARD,0,0,0,0
1987,1775851986.86,2757,656,57,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1988,1775851986.876,2762,656,57,13,5,0,FLEE,1,GUARD,0,0,0,0
1989,1775851986.892,2767,656,57,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1990,1775851986.907,2772,656,57,13,5,0,FLEE,1,GUARD,0,0,0,0
1991,1775851986.923,2777,656,57,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1992,1775851986.94,2782,656,57,13,5,0,FLEE,1,GUARD,0,0,0,0
1993,1775851986.956,2787,656,58,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1994,1775851986.971,2792,656,58,13,5,0,FLEE,1,GUARD,0,0,0,0
1995,1775851986.987,2797,656,58,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1996,1775851987.003,2802,656,58,13,5,0,FLEE,1,GUARD,0,0,0,0
1997,1775851987.02,2807,656,58,13,5,0.55,FLEE,0,GUARD,0,0,0,0
1998,1775851987.035,2812,656,58,13,5,0,FLEE,1,GUARD,0,0,0,0
1999,1775851987.051,2817,656,58,13,5,0.55,FLEE,0,GUARD,0,0,0,0
2000,1775851987.068,2822,656,58,13,5,0,FLEE,1,GUARD,0,0,0,0
2001,1775851987.084,2827,656,58,13,5,0.55,FLEE,0,GUARD,0,0,0,0
2002,1775851987.1,2832,656,59,13,5,0,FLEE,1,GUARD,0,0,0,0
2003,1775851987.115,2837,656,59,13,5,0.55,FLEE,0,GUARD,0,0,0,0
2004,1775851987.132,2842,656,59,13,5,0,FLEE,1,GUARD,0,0,0,0
2005,1775851987.148,2847,656,59,13,5,0.55,FLEE,0,GUARD,0,0,0,0
2006,1775851987.164,2852,656,59,13,5,0,FLEE,1,GUARD,0,0,0,0
2007,1775851987.179,2857,656,59,13,5,0.55,FLEE,0,GUARD,0,0,0,0
2008,1775851987.195,2862,656,59,13,5,0,FLEE,1,GUARD,0,0,0,0
2009,1775851987.211,2867,656,59,13,5,0.55,FLEE,0,GUARD,0,0,0,0
2010,1775851987.228,2872,656,59,13,5,0,FLEE,1,GUARD,0,0,0,0
2011,1775851987.244,2877,656,59,13,5,0.55,FLEE,0,GUARD,0,0,0,0
2012,1775851987.26,2882,657,60,13,5,1.1,FLEE,0,GUARD,0,0,0,0
2013,1775851987.276,2882,658,60,13,0,1.65,FLEE,0,GUARD,0,0,0,0
2014,1775851987.292,2882,660,60,13,0,2.2,FLEE,0,GUARD,0,0,0,0
2015,1775851987.307,2882,662,60,13,0,2.75,FLEE,0,GUARD,0,0,0,0
2016,1775851987.323,2882,665,60,13,0,3.3,FLEE,0,GUARD,0,0,0,0
2017,1775851987.34,2882,668,60,13,0,3.85,FLEE,0,GUARD,0,0,0,0
2018,1775851987.357,2882,672,60,14,0,4.4,FLEE,0,GUARD,0,0,0,0
2019,1775851987.372,2882,676,60,14,0,4.95,FLEE,0,GUARD,0,0,0,0
2020,1775851987.389,2882,681,60,14,0,5.5,FLEE,0,GUARD,0,0,0,0
2021,1775851987.405,2882,687,60,14,0,6.05,FLEE,0,GUARD,0,0,0,0
2022,1775851987.421,2882,693,60,14,0,6.6,FLEE,0,GUARD,0,0,0,0
2023,1775851987.437,2882,700,60,14,0,7.15,FLEE,0,GUARD,0,0,0,0
2024,1775851987.453,2882,707,60,14,0,7.7,FLEE,0,GUARD,0,0,0,0
2025,1775851987.469,2882,715,60,14,0,8.25,FLEE,0,GUARD,0,0,0,0
2026,1775851987.485,2887,723,60,15,5,8.8,FLEE,0,GUARD,0,0,0,0
2027,1775851987.501,2890,732,60,15,5,9.35,FLEE,0,GUARD,0,0,0,0
2028,1775851987.517,2890,741,60,15,5,9.9,FLEE,0,GUARD,0,0,0,0
2029,1775851987.533,2890,751,60,15,5,10.45,FLEE,0,GUARD,0,0,0,0
2030,1775851987.549,2890,752,60,15,5,0,FLEE,1,GUARD,0,0,0,0
2031,1775851987.565,2890,731,60,15,5,-21.45,FLEE,0,GUARD,0,0,0,0
2032,1775851987.581,2890,711,60,14,5,-20.9,FLEE,0,GUARD,0,0,0,0
2033,1775851987.597,2890,691,60,14,5,-20.35,FLEE,0,GUARD,0,0,0,0
2034,1775851987.613,2895,672,60,14,5,-19.8,FLEE,0,GUARD,0,0,0,0
2035,1775851987.629,2900,653,60,13,5,-19.25,FLEE,0,GUARD,0,0,0,0
2036,1775851987.645,2905,635,60,13,5,-18.7,FLEE,0,GUARD,0,0,0,0
2037,1775851987.661,2910,624,60,13,5,0,FLEE,0,GUARD,0,0,0,0
2038,1775851987.678,2915,624,60,13,5,0.55,FLEE,0,GUARD,0,0,0,0
2039,1775851987.694,2920,625,60,13,5,1.1,FLEE,0,GUARD,0,0,0,0
2040,1775851987.71,2925,626,60,13,5,1.65,FLEE,0,GUARD,0,0,0,0
2041,1775851987.726,2930,628,61,13,5,2.2,FLEE,0,GUARD,0,0,0,0
2042,1775851987.742,2930,630,61,13,0,2.75,FLEE,0,GUARD,0,0,0,0
2043,1775851987.758,2930,633,61,13,0,3.3,FLEE,0,GUARD,0,0,0,0
2044,1775851987.774,2930,636,61,13,0,3.85,FLEE,0,GUARD,0,0,0,0
2045,1775851987.79,2930,640,61,13,0,4.4,FLEE,0,GUARD,0,0,0,0
2046,1775851987.806,2930,644,61,13,0,4.95,FLEE,0,GUARD,0,0,0,0
2047,1775851987.822,2930,649,61,13,0,5.5,FLEE,0,GUARD,0,0,0,0
2048,1775851987.838,2930,655,61,13,0,6.05,FLEE,0,GUARD,0,0,0,0
2049,1775851987.854,2930,661,61,13,0,6.6,FLEE,0,GUARD,0,0,0,0
2050,1775851987.87,2930,668,61,13,0,7.15,FLEE,0,GUARD,0,0,0,0
2051,1775851987.887,2930,675,61,14,0,7.7,FLEE,0,GUARD,0,0,0,0
2052,1775851987.903,2930,683,61,14,0,8.25,FLEE,0,GUARD,0,0,0,0
2053,1775851987.919,2930,691,61,14,0,8.8,FLEE,0,GUARD,0,0,0,0
2054,1775851987.936,2930,700,61,14,0,9.35,FLEE,0,GUARD,0,0,0,0
2055,1775851987.953,2930,704,61,14,0,0,FLEE,1,GUARD,0,0,0,0
2057,1775851987.984,2925,704,60,14,-5,0,FLEE,1,GUARD,0,0,0,0
2058,1775851988.0,2920,704,60,14,-5,0.55,FLEE,0,GUARD,0,0,0,0
2059,1775851988.016,2915,704,60,14,-5,0,FLEE,1,GUARD,0,0,0,0
2060,1775851988.032,2910,704,60,14,-5,0.55,FLEE,0,GUARD,0,0,0,0
2061,1775851988.048,2905,704,60,14,-5,0,FLEE,1,GUARD,0,0,0,0
2062,1775851988.064,2900,704,60,14,-5,0.55,FLEE,0,GUARD,0,0,0,0
2063,1775851988.08,2895,704,60,14,-5,0,FLEE,1,GUARD,0,0,0,0
2064,1775851988.097,2890,704,60,14,-5,0.55,FLEE,0,GUARD,0,0,0,0
2065,1775851988.114,2890,705,60,14,0,1.1,FLEE,0,GUARD,0,0,0,0
2066,1775851988.131,2890,706,60,14,0,1.65,FLEE,0,GUARD,0,0,0,0
2067,1775851988.147,2885,708,60,14,-5,2.2,FLEE,0,GUARD,0,0,0,0
2068,1775851988.162,2880,710,60,14,-5,2.75,FLEE,0,GUARD,0,0,0,0
2069,1775851988.179,2880,713,60,14,-5,3.3,FLEE,0,GUARD,0,0,0,0
2070,1775851988.195,2880,716,60,14,-5,3.85,FLEE,0,GUARD,0,0,0,0
2071,1775851988.21,2880,720,60,15,-5,4.4,FLEE,0,GUARD,0,0,0,0
2072,1775851988.226,2880,724,60,15,-5,4.95,FLEE,0,GUARD,0,0,0,0
2073,1775851988.243,2880,729,60,15,-5,5.5,FLEE,0,GUARD,0,0,0,0
2074,1775851988.259,2880,735,60,15,-5,6.05,FLEE,0,GUARD,0,0,0,0
2075,1775851988.275,2880,741,60,15,-5,6.6,FLEE,0,GUARD,0,0,0,0
2076,1775851988.291,2880,748,60,15,-5,7.15,FLEE,0,GUARD,0,0,0,0
2077,1775851988.307,2880,752,60,15,-5,0,FLEE,1,GUARD,0,0,0,0
2078,1775851988.324,2880,731,60,15,-5,-21.45,FLEE,0,GUARD,0,0,0,0
2079,1775851988.339,2880,711,60,14,-5,-20.9,FLEE,0,GUARD,0,0,0,0
2080,1775851988.357,2880,691,60,14,-5,-20.35,FLEE,0,GUARD,0,0,0,0
2081,1775851988.373,2880,672,60,14,-5,-19.8,FLEE,0,GUARD,0,0,0,0
2082,1775851988.39,2880,653,60,13,-5,-19.25,FLEE,0,GUARD,0,0,0,0
2083,1775851988.406,2875,635,59,13,-5,-18.7,FLEE,0,GUARD,0,0,0,0
2084,1775851988.422,2870,617,59,12,-5,-18.15,FLEE,0,GUARD,0,0,0,0
2085,1775851988.438,2865,600,59,12,-5,-17.6,FLEE,0,GUARD,1,0,0,0
2086,1775851988.454,2860,583,59,12,-5,-17.05,FLEE,0,GUARD,1,0,0,0
2087,1775851988.47,2855,567,59,11,-5,-16.5,FLEE,0,GUARD,1,0,0,0
2088,1775851988.487,2850,552,59,11,-5,-15.95,FLEE,0,GUARD,1,0,0,0
2089,1775851988.503,2845,537,59,11,-5,-15.4,FLEE,0,GUARD,1,0,0,0
2090,1775851988.518,2840,523,59,10,-5,-14.85,FLEE,0,GUARD,1,0,0,0
2091,1775851988.534,2840,509,59,10,0,-14.3,FLEE,0,GUARD,1,0,0,0
2092,1775851988.551,2840,496,59,10,0,-13.75,FLEE,0,GUARD,0,0,0,0
2093,1775851988.567,2840,483,59,10,0,-13.2,FLEE,0,GUARD,0,0,0,0
2094,1775851988.584,2840,471,59,9,0,-12.65,FLEE,0,GUARD,0,0,0,0
2095,1775851988.6,2840,459,59,9,0,-12.1,FLEE,0,GUARD,0,0,0,0
2096,1775851988.616,2840,448,59,9,0,-11.55,FLEE,0,GUARD,0,0,0,0
2097,1775851988.633,2840,438,59,9,0,-11.0,FLEE,0,GUARD,0,0,0,0
2098,1775851988.649,2840,428,59,8,0,-10.45,FLEE,0,GUARD,0,0,0,0
2099,1775851988.665,2840,419,59,8,0,-9.9,FLEE,0,GUARD,0,0,0,0
2100,1775851988.681,2840,410,59,8,0,-9.35,FLEE,0,GUARD,0,0,0,0
2101,1775851988.697,2840,402,59,8,0,-8.8,FLEE,0,GUARD,0,0,0,0
2102,1775851988.713,2840,394,59,8,0,-8.25,FLEE,0,GUARD,0,0,0,0
2103,1775851988.73,2840,387,59,8,0,-7.7,FLEE,0,GUARD,0,0,0,0
2104,1775851988.746,2840,380,59,7,0,-7.15,FLEE,0,GUARD,0,0,0,0
2105,1775851988.762,2840,374,59,7,0,-6.6,FLEE,0,GUARD,0,0,0,0
2106,1775851988.779,2840,368,59,7,0,-6.05,FLEE,0,GUARD,0,0,0,0
2107,1775851988.795,2840,363,59,7,0,-5.5,FLEE,0,GUARD,0,0,0,0
2108,1775851988.812,2840,359,59,7,0,-4.95,FLEE,0,GUARD,0,0,0,0
2109,1775851988.828,2840,355,59,7,0,-4.4,FLEE,0,GUARD,0,0,0,0
2110,1775851988.844,2840,352,59,7,0,-3.85,FLEE,0,GUARD,0,0,0,0
2111,1775851988.86,2840,349,59,7,0,-3.3,FLEE,0,GUARD,0,0,0,0
2112,1775851988.877,2840,347,59,7,0,-2.75,FLEE,0,GUARD,0,0,0,0
2113,1775851988.893,2840,345,59,7,0,-2.2,FLEE,0,GUARD,0,0,0,0
2114,1775851988.909,2840,344,59,7,0,-1.65,FLEE,0,GUARD,0,0,0,0
2115,1775851988.925,2840,343,59,7,0,-1.1,FLEE,0,GUARD,0,0,0,0
2119,1775851988.992,2840,344,59,7,0,1.1,FLEE,0,GUARD,0,0,0,0
2120,1775851989.007,2840,345,59,7,0,1.65,FLEE,0,GUARD,0,0,0,0
2121,1775851989.024,2840,347,59,7,0,2.2,FLEE,0,GUARD,0,0,0,0
2122,1775851989.04,2840,349,59,7,0,2.75,FLEE,0,GUARD,0,0,0,0
2123,1775851989.056,2840,352,59,7,0,3.3,FLEE,0,GUARD,0,0,0,0
2124,1775851989.072,2840,355,59,7,0,3.85,FLEE,0,GUARD,0,0,0,0
2125,1775851989.088,2840,359,59,7,0,4.4,FLEE,0,GUARD,0,0,0,0
2126,1775851989.104,2840,363,59,7,0,4.95,FLEE,0,GUARD,0,0,0,0
2127,1775851989.12,2840,368,59,7,0,5.5,FLEE,0,GUARD,0,0,0,0
2128,1775851989.138,2840,374,59,7,0,6.05,FLEE,0,GUARD,0,0,0,0
2129,1775851989.154,2840,380,59,7,0,6.6,FLEE,0,GUARD,0,0,0,0
2130,1775851989.17,2840,387,59,8,0,7.15,FLEE,0,GUARD,0,0,0,0
2131,1775851989.186,2840,394,59,8,0,7.7,FLEE,0,GUARD,0,0,0,0
2132,1775851989.202,2840,402,59,8,0,8.25,FLEE,0,GUARD,0,0,0,0
2133,1775851989.218,2840,410,59,8,0,8.8,FLEE,0,GUARD,0,0,0,0
2134,1775851989.234,2840,419,59,8,0,9.35,FLEE,0,GUARD,0,0,0,0
